name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
sheriff,Sheriff,"1979",Nintendo,-,-,-,YES,NO,NO,NO,NO,"n8080.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"n8080.cpp"
shienryu,"Shienryu (JUET 961226 V1.000)","1997",Warashi,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"270",352,224,VERTICAL,stv.cpp
shikigama,"Shikigami no Shiro - internal build (V1.02J 2001/09/27 18:45)","2001","Alfa System / Taito","coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"270",640,480,VERTICAL,taitogn.cpp
shikigam,"Shikigami no Shiro (V2.03J 2001/08/07 18:11)","2001","Alfa System / Taito","coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"270",640,480,VERTICAL,taitogn.cpp
"shikgam2","Shikigami no Shiro II / The Castle of Shikigami II (GDL-0021)","2003","Alfa System",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"270",640,480,VERTICAL,naomi.cpp
"shikiga3","Shikigami no Shiro III (v2.06J)","2006","Alfa System/SKonec Entertainment",-,-,-,YES,NO,NO,NO,YES,taitotx.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,taitotx.cpp
"toukon3","Shin Nihon Pro Wrestling Toukon Retsuden 3 Arcade Edition (Japan, TR1/VER.A)","1997","Namco / Tomy",-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namcos12.cpp"
"toukon4","Shin Nihon Pro Wrestling Toukon Retsuden 4 Arcade Edition (Japan, TRF1 Ver.A)","2000",Namco,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
tshingen,"Shingen Samurai-Fighter (Japan, English)","1988",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,"megasys1.cpp"
mt_shnbi,"Shinobi (Mega-Tech, SMS based)","1987",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
shinobi,"Shinobi (set 6, System 16A) (unprotected)","1987",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16a.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16a.cpp"
shinfz,"Shinobi / FZ-2006 (Korean System 16 bootleg) (ISG Selection Master Type 2006)","2008","bootleg (ISG)",isgsm,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
"mp_shnb3","Shinobi III (Mega Play)","1993",Sega,megaplay,-,-,YES,NO,NO,NO,NO,megaplay.cpp,PRELIMINARE,RASTER,"0",1280,224,HORIZONTAL,megaplay.cpp
"shocktr2","Shock Troopers - 2nd Squad","1998",Saurus,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
shocktro,"Shock Troopers (set 1)","1997",Saurus,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
shocking,Shocking,"1997","Yun Sung",-,-,-,YES,NO,NO,NO,NO,"yunsun16.cpp",BUONO,RASTER,"0",380,224,HORIZONTAL,"yunsun16.cpp"
shogwarr,"Shogun Warriors (World)","1992",Kaneko,-,-,-,YES,NO,NO,NO,NO,"kaneko16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"kaneko16.cpp"
"shootaw2","Shoot Away II","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"shootaway2.cpp",PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,"shootaway2.cpp"
shootout,"Shoot Out (US)","1985","Data East USA",-,-,-,YES,NO,NO,NO,NO,shootout.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,shootout.cpp
shootbul,"Shoot the Bull","1985","Bally Midway",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",288,224,VERTICAL,pacman.cpp
shootgal,"Shooting Gallery","1984","Seatongrove Ltd (Zaccaria license)",-,-,-,YES,NO,NO,NO,NO,dkong.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,dkong.cpp
"sl2007","Shooting Love 2007 (Japan)","2007","Triangle Service",naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"270",640,480,VERTICAL,naomi.cpp
shtngmst,"Shooting Master (8751 315-5159a)","1985",Sega,-,-,-,YES,NO,NO,NO,NO,"system1.cpp",PRELIMINARE,RASTER,"0",512,224,HORIZONTAL,"system1.cpp"
shtstar,"Shooting Star","1994",Nova,-,-,-,YES,NO,NO,NO,NO,artmagic.cpp,PRELIMINARE,RASTER,"0",320,256,HORIZONTAL,artmagic.cpp
"sht3do","Shootout at Old Tucson (3DO hardware)","1994","American Laser Games","alg3do",-,-,YES,NO,NO,NO,YES,"3do.cpp",PRELIMINARE,RASTER,"0",1280,240,HORIZONTAL,"3do.cpp"
shootopl,"Shootout Pool","2002",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
shootpl,"Shootout Pool Prize (Export) / Shootout Pool The Medal (Japan, Rev A)","2003",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
shootplm,"Shootout Pool Prize (Export) / Shootout Pool The Medal (Japan) Version B","2004",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
shtrider,"Shot Rider","1985","Seibu Kaihatsu",-,-,-,YES,NO,NO,NO,NO,travrusa.cpp,BUONO,RASTER,"270",240,256,VERTICAL,travrusa.cpp
shrike,"Shrike Avenger (prototype)","1986",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
shuffle,Shuffleboard,"1978",Midway,-,-,-,YES,NO,NO,NO,NO,"mw8080bw.cpp",INCOMPLETO,RASTER,"90",260,224,VERTICAL,"mw8080bw.cpp"
shufshot,"Shuffleshot (v1.40)","1997","Strata/Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech32.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"itech32.cpp"
shuttlei,"Shuttle Invader","1979","Omori Electric Co., Ltd.",-,-,invaders,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"270",256,192,VERTICAL,"8080bw.cpp"
shuuz,"Shuuz (version 8.0)","1990","Atari Games",-,-,-,YES,NO,NO,NO,NO,shuuz.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,shuuz.cpp
sidearms,"Side Arms - Hyper Dyne (World, 861129)","1986",Capcom,-,-,-,YES,NO,NO,NO,NO,sidearms.cpp,INCOMPLETO,RASTER,"0",384,224,HORIZONTAL,sidearms.cpp
sidebs,"Side by Side (Ver 2.7 J)","1996",Taito,-,-,-,YES,NO,NO,NO,NO,taitojc.cpp,INCOMPLETO,RASTER,"0",512,400,HORIZONTAL,taitojc.cpp
"sidebs2","Side by Side 2 (Ver 2.6 OK)","1997",Taito,-,-,-,YES,NO,NO,NO,NO,taitojc.cpp,INCOMPLETO,RASTER,"0",512,400,HORIZONTAL,taitojc.cpp
sidepckt,"Side Pocket (World)","1986","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,sidepckt.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sidepckt.cpp
sidetrac,"Side Trak","1979",Exidy,-,-,targ,YES,NO,NO,NO,NO,exidy.cpp,INCOMPLETO,RASTER,"0",256,256,HORIZONTAL,exidy.cpp
ar_sdwr,"Sidewinder (Arcadia, set 1, V 2.1)","1988","Arcadia Systems",ar_bios,-,-,YES,NO,NO,NO,NO,arsystems.cpp,BUONO,RASTER,"0",724,483,HORIZONTAL,arsystems.cpp
silentd,"Silent Dragon (World)","1992","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_b.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito_b.cpp
sscope,"Silent Scope (ver xxD, Ver 1.33)","1999",Konami,-,-,-,YES,NO,NO,NO,NO,hornet.cpp,PRELIMINARE,RASTER,"0",768,236,HORIZONTAL,hornet.cpp
"sscope2","Silent Scope 2 : Dark Silhouette (ver UAD)","2000",Konami,-,-,-,YES,NO,NO,NO,NO,hornet.cpp,PRELIMINARE,RASTER,"0",768,236,HORIZONTAL,hornet.cpp
sscopex,"Silent Scope EX (ver UAA)","2001",Konami,kviper,-,-,YES,NO,NO,NO,YES,viper.cpp,PRELIMINARE,RASTER,"0",1024,768,HORIZONTAL,viper.cpp
sscopefh,"Silent Scope Fortune Hunter","2002",Konami,kviper,-,-,YES,NO,NO,NO,YES,viper.cpp,PRELIMINARE,RASTER,"0",1024,768,HORIZONTAL,viper.cpp
silkworm,"Silk Worm (World)","1988",Tecmo,-,-,-,YES,NO,NO,NO,NO,tecmo.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo.cpp
silvmil,"Silver Millennium","1995",Para,-,-,-,YES,NO,NO,NO,NO,silvmil.cpp,BUONO,RASTER,"270",320,240,VERTICAL,silvmil.cpp
simpbowl,"Simpsons Bowling (GQ829 UAA)","2000",Konami,konamigv,-,-,YES,NO,NO,NO,YES,konamigv.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,konamigv.cpp
sindbadm,"Sindbad Mystery","1983",Sega,-,-,-,YES,NO,NO,NO,NO,"segag80r.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"segag80r.cpp"
sinistar,"Sinistar (revision 3)","1982",Williams,-,-,-,YES,NO,NO,NO,NO,williams.cpp,BUONO,RASTER,"270",292,240,VERTICAL,williams.cpp
cskater,"Skater (DECO Cassette) (Japan)","1983","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,decocass.cpp
skeetsht,"Skeet Shot","1991",Dynamo,-,-,-,YES,NO,NO,NO,YES,skeetsht.cpp,PRELIMINARE,RASTER,"0",400,300,HORIZONTAL,skeetsht.cpp
skichamp,"Ski Champ (Japan)","1998",Sega,-,-,-,YES,NO,NO,NO,NO,"model3.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"model3.cpp"
skimaxx,Skimaxx,"1996","Kyle Hodgetts / ICE",-,-,-,YES,NO,NO,NO,NO,skimaxx.cpp,INCOMPLETO,RASTER,"0",640,240,HORIZONTAL,skimaxx.cpp
mwskins,"Skins Game (1.06)","2000",Midway,-,-,-,YES,NO,NO,NO,YES,atlantis.cpp,PRELIMINARE,RASTER,"0",400,256,HORIZONTAL,atlantis.cpp
nss_skin,"Skins Game (Nintendo Super System)","1992",Irem,nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",288,216,HORIZONTAL,nss.cpp
skullxbo,"Skull & Crossbones (rev 5)","1989","Atari Games",-,-,-,YES,NO,NO,NO,NO,skullxbo.cpp,BUONO,RASTER,"0",672,240,HORIZONTAL,skullxbo.cpp
skullfng,"Skull Fang (Europe 1.13)","1996","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,deco_mlc.cpp,PRELIMINARE,RASTER,"270",320,240,VERTICAL,deco_mlc.cpp
skyadvnt,"Sky Adventure (World)","1989","Alpha Denshi Co.",-,-,-,YES,NO,NO,NO,NO,"alpha68k.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"alpha68k.cpp"
skyalert,"Sky Alert","1992",Metro,-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"270",360,224,VERTICAL,metro.cpp
skyarmy,"Sky Army","1982",Shoei,-,-,-,YES,NO,NO,NO,NO,skyarmy.cpp,BUONO,RASTER,"90",256,240,VERTICAL,skyarmy.cpp
skybase,"Sky Base","1982","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
skybump,"Sky Bumper","1982","Venture Line",-,-,-,YES,NO,NO,NO,NO,looping.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,looping.cpp
skychal,"Sky Challenger (J 000406 V1.000)","2000",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
skychut,"Sky Chuter","1980",Irem,-,-,ipminvad,YES,NO,NO,NO,NO,"m10.cpp",PRELIMINARE,RASTER,"270",240,224,VERTICAL,"m10.cpp"
skydest,"Sky Destroyer (Japan)","1985","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,cyclemb.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,cyclemb.cpp
skydiver,"Sky Diver","1978",Atari,-,-,-,YES,NO,NO,NO,NO,skydiver.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,skydiver.cpp
skyfox,"Sky Fox","1987","Jaleco (Nichibutsu USA license)",-,-,-,YES,NO,NO,NO,NO,skyfox.cpp,BUONO,RASTER,"90",320,224,VERTICAL,skyfox.cpp
skykid,"Sky Kid (new version)","1985",Namco,-,-,-,YES,NO,NO,NO,NO,skykid.cpp,BUONO,RASTER,"180",288,224,HORIZONTAL,skykid.cpp
skykiddx,"Sky Kid Deluxe (set 1)","1986",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos86.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namcos86.cpp"
skylancr,"Sky Lancer","1983",Orca,-,-,-,YES,NO,NO,NO,NO,funkybee.cpp,BUONO,RASTER,"90",236,224,VERTICAL,funkybee.cpp
skylove,"Sky Love","1979","Omori Electric Co., Ltd.",-,-,invaders,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"270",256,192,VERTICAL,"8080bw.cpp"
skyraid,"Sky Raider","1978",Atari,-,-,-,YES,NO,NO,NO,NO,skyraid.cpp,INCOMPLETO,RASTER,"180",512,240,HORIZONTAL,skyraid.cpp
skyrobo,"Sky Robo","1989",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,armedf.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,armedf.cpp
skyskipr,"Sky Skipper","1981",Nintendo,-,-,-,YES,NO,NO,NO,NO,popeye.cpp,BUONO,RASTER,"0",512,448,HORIZONTAL,popeye.cpp
skysmash,"Sky Smasher","1990","Nihon System",-,-,-,YES,NO,NO,NO,NO,bloodbro.cpp,BUONO,RASTER,"270",256,224,VERTICAL,bloodbro.cpp
skysoldr,"Sky Soldiers (US)","1988","Alpha Denshi Co. (SNK of America/Romstar license)",-,-,-,YES,NO,NO,NO,NO,"alpha68k.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"alpha68k.cpp"
skytargt,"Sky Target","1995",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"model2.cpp"
slapshtr,"Slap Shooter","1986",Sega,-,-,-,YES,NO,NO,NO,NO,segae.cpp,BUONO,RASTER,"0",256,192,HORIZONTAL,segae.cpp
slapshot,"Slap Shot (Ver 3.0 O)","1994","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,slapshot.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,slapshot.cpp
slasho,Slashout,"2000",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
slashout,"Slashout (GDS-0004)","2000",Sega,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
slipstrm,"Slip Stream (Brazil 950515)","1995",Capcom,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"segas32.cpp"
slither,"Slither (set 1)","1982","Century II",-,-,-,YES,NO,NO,NO,NO,qix.cpp,BUONO,RASTER,"270",256,256,VERTICAL,qix.cpp
sliver,"Sliver (set 1)","1996","Hollow Corp",-,-,-,YES,NO,NO,NO,NO,sliver.cpp,INCOMPLETO,RASTER,"0",368,240,HORIZONTAL,sliver.cpp
scptour,"Smash Court Pro Tournament (SCP1)","2002",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcops2.cpp"
smashtv,"Smash T.V. (rev 8.00)","1990",Williams,-,-,-,YES,NO,NO,NO,NO,midyunit.cpp,BUONO,RASTER,"0",410,256,HORIZONTAL,midyunit.cpp
smashdrv,"Smashing Drive (World)","2000",Gaelco,-,-,-,YES,NO,NO,NO,NO,atvtrack.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,atvtrack.cpp
snakjack,"Snacks'n Jaxson","1984",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
snakepit,"Snake Pit","1984",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,balsente.cpp
snapjack,"Snap Jack","1981",Universal,-,-,-,YES,NO,NO,NO,NO,ladybug.cpp,BUONO,RASTER,"0",240,192,HORIZONTAL,ladybug.cpp
snapper,"Snapper (Korea)","1990",Philko,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
koroleva,"Snezhnaja Koroleva","1988",Terminal,-,-,-,YES,NO,NO,NO,NO,"tiamc1.cpp",BUONO,RASTER,"0",256,256,HORIZONTAL,"tiamc1.cpp"
svcpcb,"SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1)","2003","Playmore / Capcom",-,-,-,YES,NO,NO,NO,NO,neopcb.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neopcb.cpp
svc,"SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690)","2003","Playmore / Capcom",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
snowboar,"Snow Board Championship (Version 2.1)","1996",Gaelco,-,-,-,YES,NO,NO,NO,NO,"gaelco2.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"gaelco2.cpp"
snowbros,"Snow Bros. - Nick & Tom (set 1)","1990",Toaplan,-,-,-,YES,NO,NO,NO,NO,snowbros.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,snowbros.cpp
"snowbro2","Snow Bros. 2 - With New Elves / Otenki Paradise (Hanafram)","1994",Hanafram,-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"toaplan2.cpp"
"snowbro3","Snow Brothers 3 - Magical Adventure","2002",Syrmex,-,-,-,YES,NO,NO,NO,NO,snowbros.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,snowbros.cpp
soccrrmt,"Soccer (Ramtek) [TTL]","1973",Ramtek,-,-,-,YES,NO,NO,NO,NO,ramtek.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,ramtek.cpp
socbrawl,"Soccer Brawl (NGM-031)","1991",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
soccerss,"Soccer Superstars (ver EAC)","1994",Konami,konamigx,-,-,YES,NO,NO,NO,NO,konamigx.cpp,INCOMPLETO,RASTER,"0",576,224,HORIZONTAL,konamigx.cpp
sokonuke,"Sokonuke Taisen Game (Japan)","1995","Sammy Industries",-,-,-,YES,NO,NO,NO,NO,seta.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,seta.cpp
soldivid,"Sol Divide - The Sword Of Darkness","1997",Psikyo,-,-,-,YES,NO,NO,NO,NO,psikyosh.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,psikyosh.cpp
slrasslt,"Solar Assault (ver UAA)","1997",Konami,-,-,-,YES,NO,NO,NO,NO,gticlub.cpp,INCOMPLETO,RASTER,"0",512,384,HORIZONTAL,gticlub.cpp
solarfox,"Solar Fox (upright)","1981","Bally Midway",-,-,-,YES,NO,NO,NO,NO,mcr.cpp,BUONO,RASTER,"270",512,480,VERTICAL,mcr.cpp
pc_sjetm,"Solar Jetman (PlayChoice-10)","1990",Rare,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
solarq,"Solar Quest (rev 10 8 81)","1981",Cinematronics,-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"180",0,0,-,cinemat.cpp
solarwar,"Solar War","1979",Atari,-,-,-,YES,NO,NO,NO,NO,videopin.cpp,BUONO,RASTER,"270",304,256,VERTICAL,videopin.cpp
soldam,Soldam,"1992",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"megasys1.cpp"
amazon,"Soldier Girl Amazon","1986",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,terracre.cpp,BUONO,RASTER,"270",256,224,VERTICAL,terracre.cpp
solfigtr,"Solitary Fighter (World)","1991","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito_f2.cpp"
slspirit,"Solite Spirits","1999",Promat,-,-,-,YES,NO,NO,NO,NO,"1945kiii.cpp",BUONO,RASTER,"270",320,224,VERTICAL,"1945kiii.cpp"
solomon,"Solomon's Key (US)","1986",Tecmo,-,-,-,YES,NO,NO,NO,NO,solomon.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,solomon.cpp
solvalou,"Solvalou (SV1, Japan)","1991",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos21_c67.cpp",PRELIMINARE,RASTER,"0",496,480,HORIZONTAL,"namcos21_c67.cpp"
sonson,"Son Son","1984",Capcom,-,-,-,YES,NO,NO,NO,NO,sonson.cpp,BUONO,RASTER,"0",240,240,HORIZONTAL,sonson.cpp
"sblast2b","Sonic Blast Man 2 Special Turbo (SNES bootleg)","1997",bootleg,-,-,-,YES,NO,NO,NO,NO,snesb.cpp,INCOMPLETO,RASTER,"0",512,225,HORIZONTAL,snesb.cpp
sonicbom,"Sonic Boom (FD1094 317-0053)","1987",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"270",320,224,VERTICAL,"segas16b.cpp"
schamp,"Sonic Championship (USA)","1996",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"model2.cpp"
mp_sonic,"Sonic The Hedgehog (Mega Play)","1993",Sega,megaplay,-,-,YES,NO,NO,NO,NO,megaplay.cpp,INCOMPLETO,RASTER,"0",1280,224,HORIZONTAL,megaplay.cpp
mt_sonic,"Sonic The Hedgehog (Mega-Tech, set 1)","1991",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
"sonic2mb","Sonic The Hedgehog 2 (bootleg of Megadrive version)","1993","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,megadriv_acbl.cpp
"mp_soni2","Sonic The Hedgehog 2 (Mega Play)","1993",Sega,megaplay,-,-,YES,NO,NO,NO,NO,megaplay.cpp,INCOMPLETO,RASTER,"0",1280,224,HORIZONTAL,megaplay.cpp
"mt_soni2","Sonic The Hedgehog 2 (Mega-Tech)","1992",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
sstriker,"Sorcer Striker","1993",Raizing,-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"270",320,240,VERTICAL,"toaplan2.cpp"
sos,"SOS Game","1979","K.K. Tokki (Namco license)",-,-,-,YES,NO,NO,NO,NO,warpwarp.cpp,INCOMPLETO,RASTER,"90",272,224,VERTICAL,warpwarp.cpp
sotsugyo,"Sotsugyo Shousho","1995","Mitchell (Atlus license)",-,-,-,YES,NO,NO,NO,NO,funkyjet.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,funkyjet.cpp
sokyugrt,"Soukyugurentai / Terra Diver (JUET 960821 V1.000)","1996","Raizing / Eighting",stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
soulclbr,"Soul Calibur (World, SOC14/VER.C)","1998",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namcos12.cpp"
"soulclb2","Soul Calibur II (SC23 Ver. A)","2002",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcops2.cpp"
"soulclb3","Soul Calibur III (SC31001-NA-A key, NA-B disc)","2005",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namcops2.cpp"
souledge,"Soul Edge Ver. II (Asia, SO4/VER.C)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namcos11.cpp"
soulsurf,"Soul Surfer (Rev A)","2002",Sega,"naomi2",-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
soutenry,"Soutenryu (V2.07J 2000/12/14 11:13:02)","2000",Warashi,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,taitogn.cpp
spaceace,"Space Ace (US Rev. A3)","1983",Cinematronics,-,-,-,YES,NO,NO,NO,YES,dlair.cpp,PRELIMINARE,RASTER,"0",704,480,HORIZONTAL,dlair.cpp
sspaceat,"Space Attack (upright set 1)","1979",Sega,-,-,-,YES,NO,NO,NO,NO,vicdual.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,vicdual.cpp
sspacaho,"Space Attack / Head On","1979",Sega,-,-,-,YES,NO,NO,NO,NO,vicdual.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,vicdual.cpp
spacbeam,"Space Beam","1979",Irem,-,-,ipminvad,YES,NO,NO,NO,NO,"m10.cpp",PRELIMINARE,RASTER,"270",256,224,VERTICAL,"m10.cpp"
sbomber,"Space Bomber (ver. B)","1998",Psikyo,-,-,-,YES,NO,NO,NO,NO,psikyosh.cpp,BUONO,RASTER,"270",320,224,VERTICAL,psikyosh.cpp
sbugger,"Space Bugger (set 1)","1981",Game-A-Tron,-,-,-,YES,NO,NO,NO,NO,sbugger.cpp,PRELIMINARE,RASTER,"270",512,256,VERTICAL,sbugger.cpp
